transect_id,year,position,annual_change,time_since_first,epr,change_type
31,2014,1.3056352124880308,0.0,20,0.0,Stable
31,2024,1.3056352124880308,0.0,30,0.0,Stable
32,1994,97.26143967241885,0.0,0,0.0,Stable
32,2004,97.26143967241885,0.0,10,0.0,Stable
32,2014,97.26143967241885,0.0,20,0.0,Stable
32,2024,97.26143967241885,0.0,30,0.0,Stable
33,1994,94.21902914074164,0.0,0,0.0,Stable
33,2004,94.21902914074164,0.0,10,0.0,Stable
33,2014,94.21902914074164,0.0,20,0.0,Stable
33,2024,94.21902914074164,0.0,30,0.0,Stable
34,1994,91.38548118858805,0.0,0,0.0,Stable
34,2004,91.38548118858805,0.0,10,0.0,Stable
34,2014,91.38548118858805,0.0,20,0.0,Stable
34,2024,91.38548118858805,0.0,30,0.0,Stable
35,1994,0.5459017487051417,0.0,0,0.0,Stable
35,2004,0.5459017487051417,0.0,10,0.0,Stable
35,2014,0.5459017487051417,0.0,20,0.0,Stable
35,2024,0.5459017487051417,0.0,30,0.0,Stable
36,1994,9.076230838770387,0.0,0,0.0,Stable
36,2004,9.076230838770387,0.0,10,0.0,Stable
36,2014,9.076230838770387,0.0,20,0.0,Stable
36,2024,9.076230838770387,0.0,30,0.0,Stable
37,1994,124.76067194043983,0.0,0,0.0,Stable
37,2004,124.76067194043983,0.0,10,0.0,Stable
37,2014,124.76067194043983,0.0,20,0.0,Stable
37,2024,124.76067194043983,0.0,30,0.0,Stable
38,1994,126.98947983863728,0.0,0,0.0,Stable
38,2004,126.98947983863728,0.0,10,0.0,Stable
38,2014,126.98947983863728,0.0,20,0.0,Stable
38,2024,126.98947983863728,0.0,30,0.0,Stable
39,1994,70.198797910198,0.0,0,0.0,Stable
39,2004,70.198797910198,0.0,10,0.0,Stable
39,2014,70.198797910198,0.0,20,0.0,Stable
39,2024,70.198797910198,0.0,30,0.0,Stable
40,1994,96.96953621236688,0.0,0,0.0,Stable
40,2004,96.96953621236688,0.0,10,0.0,Stable
40,2014,96.96953621236688,0.0,20,0.0,Stable
40,2024,96.96953621236688,0.0,30,0.0,Stable
41,1994,111.19468672421269,0.0,0,0.0,Stable
41,2004,111.19468672421269,0.0,10,0.0,Stable
41,2014,111.19468672421269,0.0,20,0.0,Stable
41,2024,111.19468672421269,0.0,30,0.0,Stable
42,1994,0.0619440644316542,0.0,0,0.0,Stable
42,2004,0.0619440644316542,0.0,10,0.0,Stable
42,2014,0.0619440644316542,0.0,20,0.0,Stable
42,2024,0.0619440644316542,0.0,30,0.0,Stable
43,1994,0.1634608837350122,0.0,0,0.0,Stable
43,2004,0.1634608837350122,0.0,10,0.0,Stable
43,2014,0.1634608837350122,0.0,20,0.0,Stable
43,2024,0.1634608837350122,0.0,30,0.0,Stable
44,1994,0.7710578202426798,0.0,0,0.0,Stable
44,2004,0.7710578202426798,0.0,10,0.0,Stable
44,2014,0.7710578202426798,0.0,20,0.0,Stable
44,2024,0.7710578202426798,0.0,30,0.0,Stable
45,1994,0.5488589788228996,0.0,0,0.0,Stable
45,2004,0.5488589788228996,0.0,10,0.0,Stable
45,2014,0.5488589788228996,0.0,20,0.0,Stable
45,2024,0.5488589788228996,0.0,30,0.0,Stable
46,1994,0.9632747910729296,0.0,0,0.0,Stable
46,2004,0.9632747910729296,0.0,10,0.0,Stable
46,2014,0.9632747910729296,0.0,20,0.0,Stable
46,2024,0.9632747910729296,0.0,30,0.0,Stable
47,1994,0.6001259006976056,0.0,0,0.0,Stable
47,2004,0.6001259006976056,0.0,10,0.0,Stable
47,2014,0.6001259006976056,0.0,20,0.0,Stable
47,2024,0.6001259006976056,0.0,30,0.0,Stable
48,1994,63.44788560099132,0.0,0,0.0,Stable
48,2004,63.44788560099132,0.0,10,0.0,Stable
48,2014,63.44788560099132,0.0,20,0.0,Stable
48,2024,63.44788560099132,0.0,30,0.0,Stable
49,1994,109.35796204682832,0.0,0,0.0,Stable
49,2004,109.35796204682832,0.0,10,0.0,Stable
49,2014,109.35796204682832,0.0,20,0.0,Stable
49,2024,109.35796204682832,0.0,30,0.0,Stable
50,1994,100.95867381771951,0.0,0,0.0,Stable
50,2004,100.95867381771951,0.0,10,0.0,Stable
50,2014,100.95867381771951,0.0,20,0.0,Stable
50,2024,100.95867381771951,0.0,30,0.0,Stable
51,1994,106.54784813925583,0.0,0,0.0,Stable
51,2004,106.54784813925583,0.0,10,0.0,Stable
51,2014,106.54784813925583,0.0,20,0.0,Stable
51,2024,106.54784813925583,0.0,30,0.0,Stable
52,1994,0.2939687064231183,0.0,0,0.0,Stable
52,2004,0.2939687064231183,0.0,10,0.0,Stable
52,2014,0.2939687064231183,0.0,20,0.0,Stable
52,2024,0.2939687064231183,0.0,30,0.0,Stable
53,1994,0.1374562162408085,0.0,0,0.0,Stable
53,2004,0.1374562162408085,0.0,10,0.0,Stable
53,2014,0.1374562162408085,0.0,20,0.0,Stable
53,2024,0.1374562162408085,0.0,30,0.0,Stable
54,1994,37.39155963316355,0.0,0,0.0,Stable
54,2004,37.39155963316355,0.0,10,0.0,Stable
54,2014,37.39155963316355,0.0,20,0.0,Stable
54,2024,37.39155963316355,0.0,30,0.0,Stable
55,1994,0.4728315161169823,0.0,0,0.0,Stable
55,2004,0.4728315161169823,0.0,10,0.0,Stable
55,2014,0.4728315161169823,0.0,20,0.0,Stable
55,2024,0.4728315161169823,0.0,30,0.0,Stable
56,1994,55.44663414591137,0.0,0,0.0,Stable
56,2004,55.44663414591137,0.0,10,0.0,Stable
56,2014,55.44663414591137,0.0,20,0.0,Stable
56,2024,55.44663414591137,0.0,30,0.0,Stable
57,1994,105.19956965641668,0.0,0,0.0,Stable
57,2004,105.19956965641668,0.0,10,0.0,Stable
57,2014,105.19956965641668,0.0,20,0.0,Stable
57,2024,105.19956965641668,0.0,30,0.0,Stable
58,1994,95.97835899198392,0.0,0,0.0,Stable
58,2004,95.97835899198392,0.0,10,0.0,Stable
58,2014,95.97835899198392,0.0,20,0.0,Stable
58,2024,95.97835899198392,0.0,30,0.0,Stable
59,1994,121.54658740724386,0.0,0,0.0,Stable
59,2004,121.54658740724386,0.0,10,0.0,Stable
59,2014,121.54658740724386,0.0,20,0.0,Stable
59,2024,121.54658740724386,0.0,30,0.0,Stable
60,1994,119.98440187441504,0.0,0,0.0,Stable
60,2004,119.98440187441504,0.0,10,0.0,Stable
60,2014,119.98440187441504,0.0,20,0.0,Stable
60,2024,119.98440187441504,0.0,30,0.0,Stable
61,1994,123.9839198442602,0.0,0,0.0,Stable
61,2004,123.9839198442602,0.0,10,0.0,Stable
61,2014,123.9839198442602,0.0,20,0.0,Stable
61,2024,123.9839198442602,0.0,30,0.0,Stable
