file,shoreline_id,num_points,path
mombasa_1994_RGB_0512_0000_fake_B.png,0,56,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0512_0000_shoreline_0.txt
mombasa_1994_RGB_0512_0256_fake_B.png,0,164,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0512_0256_shoreline_0.txt
mombasa_1994_RGB_0512_0512_fake_B.png,0,374,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0512_0512_shoreline_0.txt
mombasa_1994_RGB_0512_0768_fake_B.png,0,147,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0512_0768_shoreline_0.txt
mombasa_1994_RGB_0512_0768_fake_B.png,1,17,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0512_0768_shoreline_1.txt
mombasa_1994_RGB_0512_0768_fake_B.png,2,21,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0512_0768_shoreline_2.txt
mombasa_1994_RGB_0512_0768_fake_B.png,3,21,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0512_0768_shoreline_3.txt
mombasa_1994_RGB_0512_0768_fake_B.png,4,23,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0512_0768_shoreline_4.txt
mombasa_1994_RGB_0512_0768_fake_B.png,5,227,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0512_0768_shoreline_5.txt
mombasa_1994_RGB_0512_0768_fake_B.png,6,21,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0512_0768_shoreline_6.txt
mombasa_1994_RGB_0512_0768_fake_B.png,7,766,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0512_0768_shoreline_7.txt
mombasa_1994_RGB_0512_1024_fake_B.png,0,15,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0512_1024_shoreline_0.txt
mombasa_1994_RGB_0512_1024_fake_B.png,1,47,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0512_1024_shoreline_1.txt
mombasa_1994_RGB_0512_1024_fake_B.png,2,32,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0512_1024_shoreline_2.txt
mombasa_1994_RGB_0512_1024_fake_B.png,3,16,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0512_1024_shoreline_3.txt
mombasa_1994_RGB_0512_1024_fake_B.png,4,274,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0512_1024_shoreline_4.txt
mombasa_1994_RGB_0768_0000_fake_B.png,0,71,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0768_0000_shoreline_0.txt
mombasa_1994_RGB_0768_0256_fake_B.png,0,117,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0768_0256_shoreline_0.txt
mombasa_1994_RGB_0768_0512_fake_B.png,0,41,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0768_0512_shoreline_0.txt
mombasa_1994_RGB_0768_0512_fake_B.png,1,172,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0768_0512_shoreline_1.txt
mombasa_1994_RGB_0768_0768_fake_B.png,0,60,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0768_0768_shoreline_0.txt
mombasa_1994_RGB_0768_0768_fake_B.png,1,71,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0768_0768_shoreline_1.txt
mombasa_1994_RGB_0768_0768_fake_B.png,2,17,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0768_0768_shoreline_2.txt
mombasa_1994_RGB_0768_0768_fake_B.png,3,32,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0768_0768_shoreline_3.txt
mombasa_1994_RGB_0768_0768_fake_B.png,4,45,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0768_0768_shoreline_4.txt
mombasa_1994_RGB_0768_0768_fake_B.png,5,39,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0768_0768_shoreline_5.txt
mombasa_1994_RGB_0768_0768_fake_B.png,6,32,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0768_0768_shoreline_6.txt
mombasa_1994_RGB_0768_0768_fake_B.png,7,218,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0768_0768_shoreline_7.txt
mombasa_1994_RGB_0768_0768_fake_B.png,8,840,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0768_0768_shoreline_8.txt
mombasa_1994_RGB_0768_1024_fake_B.png,0,26,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_0768_1024_shoreline_0.txt
mombasa_1994_RGB_1024_0000_fake_B.png,0,224,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0000_shoreline_0.txt
mombasa_1994_RGB_1024_0256_fake_B.png,0,143,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0256_shoreline_0.txt
mombasa_1994_RGB_1024_0512_fake_B.png,0,25,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0512_shoreline_0.txt
mombasa_1994_RGB_1024_0512_fake_B.png,1,18,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0512_shoreline_1.txt
mombasa_1994_RGB_1024_0512_fake_B.png,2,151,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0512_shoreline_2.txt
mombasa_1994_RGB_1024_0512_fake_B.png,3,25,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0512_shoreline_3.txt
mombasa_1994_RGB_1024_0512_fake_B.png,4,25,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0512_shoreline_4.txt
mombasa_1994_RGB_1024_0512_fake_B.png,5,379,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0512_shoreline_5.txt
mombasa_1994_RGB_1024_0768_fake_B.png,0,20,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0768_shoreline_0.txt
mombasa_1994_RGB_1024_0768_fake_B.png,1,40,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0768_shoreline_1.txt
mombasa_1994_RGB_1024_0768_fake_B.png,2,16,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0768_shoreline_2.txt
mombasa_1994_RGB_1024_0768_fake_B.png,3,23,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0768_shoreline_3.txt
mombasa_1994_RGB_1024_0768_fake_B.png,4,26,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0768_shoreline_4.txt
mombasa_1994_RGB_1024_0768_fake_B.png,5,29,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0768_shoreline_5.txt
mombasa_1994_RGB_1024_0768_fake_B.png,6,28,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0768_shoreline_6.txt
mombasa_1994_RGB_1024_0768_fake_B.png,7,99,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0768_shoreline_7.txt
mombasa_1994_RGB_1024_0768_fake_B.png,8,19,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0768_shoreline_8.txt
mombasa_1994_RGB_1024_0768_fake_B.png,9,418,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0768_shoreline_9.txt
mombasa_1994_RGB_1024_0768_fake_B.png,10,67,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_1994_RGB_1024_0768_shoreline_10.txt
mombasa_2004_RGB_0000_0000_fake_B.png,0,8,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0000_shoreline_0.txt
mombasa_2004_RGB_0000_0000_fake_B.png,1,41,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0000_shoreline_1.txt
mombasa_2004_RGB_0000_0000_fake_B.png,2,37,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0000_shoreline_2.txt
mombasa_2004_RGB_0000_0000_fake_B.png,3,28,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0000_shoreline_3.txt
mombasa_2004_RGB_0000_0000_fake_B.png,4,25,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0000_shoreline_4.txt
mombasa_2004_RGB_0000_0000_fake_B.png,5,43,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0000_shoreline_5.txt
mombasa_2004_RGB_0000_0000_fake_B.png,6,33,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0000_shoreline_6.txt
mombasa_2004_RGB_0000_0000_fake_B.png,7,57,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0000_shoreline_7.txt
mombasa_2004_RGB_0000_0000_fake_B.png,8,33,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0000_shoreline_8.txt
mombasa_2004_RGB_0000_0000_fake_B.png,9,30,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0000_shoreline_9.txt
mombasa_2004_RGB_0000_0000_fake_B.png,10,17,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0000_shoreline_10.txt
mombasa_2004_RGB_0000_0000_fake_B.png,11,85,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0000_shoreline_11.txt
mombasa_2004_RGB_0000_0000_fake_B.png,12,375,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0000_shoreline_12.txt
mombasa_2004_RGB_0000_0256_fake_B.png,0,24,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_0.txt
mombasa_2004_RGB_0000_0256_fake_B.png,1,30,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_1.txt
mombasa_2004_RGB_0000_0256_fake_B.png,2,16,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_2.txt
mombasa_2004_RGB_0000_0256_fake_B.png,3,80,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_3.txt
mombasa_2004_RGB_0000_0256_fake_B.png,4,21,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_4.txt
mombasa_2004_RGB_0000_0256_fake_B.png,5,18,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_5.txt
mombasa_2004_RGB_0000_0256_fake_B.png,6,15,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_6.txt
mombasa_2004_RGB_0000_0256_fake_B.png,7,18,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_7.txt
mombasa_2004_RGB_0000_0256_fake_B.png,8,161,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_8.txt
mombasa_2004_RGB_0000_0256_fake_B.png,9,44,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_9.txt
mombasa_2004_RGB_0000_0256_fake_B.png,10,48,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_10.txt
mombasa_2004_RGB_0000_0256_fake_B.png,11,38,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_11.txt
mombasa_2004_RGB_0000_0256_fake_B.png,12,20,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_12.txt
mombasa_2004_RGB_0000_0256_fake_B.png,13,17,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_13.txt
mombasa_2004_RGB_0000_0256_fake_B.png,14,28,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_14.txt
mombasa_2004_RGB_0000_0256_fake_B.png,15,222,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_15.txt
mombasa_2004_RGB_0000_0256_fake_B.png,16,272,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_16.txt
mombasa_2004_RGB_0000_0256_fake_B.png,17,289,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0256_shoreline_17.txt
mombasa_2004_RGB_0000_0512_fake_B.png,0,31,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0512_shoreline_0.txt
mombasa_2004_RGB_0000_0512_fake_B.png,1,157,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0512_shoreline_1.txt
mombasa_2004_RGB_0000_0512_fake_B.png,2,30,C:\Users\Wakine\Pictures\project wd\Shoreline_Extraction_GAN-main\model_outputs\processed\Mombasa_2004\shorelines\mombasa_2004_RGB_0000_0512_shoreline_2.txt
